house_id,buid_date,date_priced,dst_dock,dst_mkt,dst_tower,dst_river,dining_rooms,bedrooms,bathrooms,king_visit,curse,king_blessing,locations,holy_tree,builder,price,house_age,build_year,priced_year
6e32d92a,1603-07-02 01:51:00,1610-04-15 02:10:00,7.340811,2.969159,19.527763,2.127443,2.0,2.0,4.0,1,0.0,148,1,1.0,0,1500788.0,2479.0,1603.0,1610.0
6e32d93e,1601-04-19 12:53:00,1607-02-19 07:58:00,3.2759240000000003,7.547997,139.40264,22.829718,2.0,2.0,4.0,0,0.0,108,4,1.0,0,1299739.0,2131.0,1601.0,1607.0
6e32d945,1602-02-02 23:19:00,1607-08-12 15:13:00,51.65286,64.94885699999999,97.007408,26.739409,3.0,2.0,4.0,0,1.0,126,0,0.0,0,1377640.0,2016.0,1602.0,1607.0
6e32d94b,1602-06-16 05:42:00,1609-11-09 18:41:00,6.676025,35.721388,90.638097,13.909392,4.0,4.0,4.0,0,1.0,137,2,1.0,0,1431517.0,2703.0,1602.0,1609.0
6e32d99a,1601-03-07 11:46:00,1611-05-03 04:37:00,58.824426,15.008746,32.820676,13.827031,3.0,3.0,4.0,0,0.0,154,1,1.0,0,1496979.0,3708.0,1601.0,1611.0
6e32d9fd,1603-06-13 22:23:00,1607-08-13 01:39:00,12.526223,51.60109,56.85860699999999,43.996068,4.0,2.0,3.0,0,,158,2,1.0,0,1478397.0,1521.0,1603.0,1607.0
6e32da1d,1604-05-26 12:36:00,1609-03-13 09:34:00,9.223375,88.088107,108.431464,12.132057,3.0,3.0,4.0,0,0.0,147,1,1.0,0,1469463.0,1751.0,1604.0,1609.0
6e32da37,1601-05-16 22:12:00,1609-10-04 07:21:00,38.419444,43.84261400000001,98.827479,19.632429,2.0,3.0,3.0,0,0.0,144,1,1.0,0,1434130.0,3062.0,1601.0,1609.0
6e32da9a,1605-01-06 05:32:00,1609-04-09 09:55:00,43.299084,18.853059,151.529582,48.583086,3.0,2.0,4.0,1,0.0,106,0,1.0,0,1291358.0,1554.0,1605.0,1609.0
6e32dabb,1605-12-02 19:52:00,1611-11-24 07:14:00,15.935259,,92.357947,15.449139,2.0,2.0,3.0,0,0.0,150,4,,0,1386533.0,2182.0,1605.0,1611.0
6e32db08,1605-06-26 07:26:00,1612-08-15 04:57:00,11.523713,15.37679,112.983892,80.233985,,2.0,3.0,0,0.0,72,4,1.0,0,1065094.0,2606.0,1605.0,1612.0
6e32db20,1603-03-25 04:13:00,1608-06-21 11:52:00,15.46026,18.379269,95.434094,13.449091,3.0,3.0,2.0,0,0.0,153,1,1.0,0,1579680.0,1915.0,1603.0,1608.0
6e32db25,1604-09-25 06:30:00,1608-08-28 20:11:00,15.849066,103.469976,186.803229,78.881186,4.0,3.0,3.0,0,,144,2,1.0,0,1350517.0,1433.0,1604.0,1608.0
6e32db4f,1602-07-23 12:30:00,1608-07-03 21:22:00,47.874459,,123.965509,38.988267,2.0,3.0,4.0,0,0.0,159,4,1.0,0,1463254.0,2172.0,1602.0,1608.0
6e32dbb8,1602-08-24 03:23:00,1610-08-01 21:26:00,49.615816,25.094486,244.284057,52.70544200000001,2.0,2.0,4.0,0,1.0,37,1,,0,779700.0,2899.0,1602.0,1610.0
6e32dbf1,1605-03-15 12:15:00,1608-03-10 20:16:00,,92.935618,11.029339,72.91341899999998,2.0,4.0,4.0,0,0.0,74,2,1.0,0,1265581.0,1091.0,1605.0,1608.0
6e32dc24,1604-05-27 13:24:00,1612-06-02 21:48:00,44.823274,23.778922,30.281424,5.730475,4.0,,3.0,0,0.0,155,4,1.0,0,1526613.0,2928.0,1604.0,1612.0
6e32dcf6,1605-09-16 06:17:00,1610-11-11 23:35:00,88.96430500000002,84.080113,22.450239,17.860344,,4.0,3.0,0,0.0,132,4,1.0,0,1375629.0,1882.0,1605.0,1610.0
6e32dd65,1603-09-10 03:50:00,1610-06-27 23:57:00,27.201874,21.704714000000006,139.50208600000002,56.897865,4.0,3.0,2.0,0,1.0,73,1,,0,1067834.0,2482.0,1603.0,1610.0
6e32dda9,1603-11-24 14:40:00,1609-10-01 02:36:00,26.687994,32.268293,11.903833,15.684359,3.0,2.0,4.0,0,0.0,74,1,1.0,0,1351435.0,2137.0,1603.0,1609.0
6e32dde0,1601-01-04 23:25:00,1608-12-01 10:57:00,24.16349,,39.814316,0.217141,2.0,4.0,4.0,0,1.0,122,4,0.0,0,1374083.0,2887.0,1601.0,1608.0
6e32de28,1602-06-05 00:47:00,1611-11-08 05:40:00,12.605132,46.002054,34.036435,8.416015,2.0,3.0,4.0,0,1.0,149,0,0.0,0,1514874.0,3443.0,1602.0,1611.0
6e32deaa,1600-07-25 02:28:00,1608-09-19 04:18:00,16.724667,41.762959,64.170121,22.754808,2.0,2.0,2.0,0,1.0,149,3,,0,1311292.0,2978.0,1600.0,1608.0
6e32df00,1605-06-03 09:11:00,1612-01-15 18:31:00,59.212727,45.360488,77.679897,52.65919,4.0,2.0,4.0,0,1.0,39,3,,0,887487.0,2417.0,1605.0,1612.0
6e32df2e,1602-09-22 10:42:00,1611-10-04 23:48:00,125.126236,28.717444,77.198389,8.092794999999999,4.0,4.0,3.0,0,0.0,150,2,1.0,0,1450473.0,3299.0,1602.0,1611.0
6e32e01e,1603-10-06 07:42:00,1610-10-03 23:29:00,1.810028,,255.264298,64.84445600000001,3.0,3.0,4.0,0,0.0,158,2,1.0,0,1375611.0,2554.0,1603.0,1610.0
6e32e097,1602-02-01 23:10:00,1608-10-02 06:40:00,15.839628,24.720838,90.376196,82.071164,,2.0,,0,,115,3,,0,1184729.0,2434.0,1602.0,1608.0
6e32e0ce,1606-12-21 11:13:00,1610-08-06 14:13:00,65.144325,33.088162,115.476211,11.190709,2.0,4.0,3.0,0,0.0,152,3,1.0,0,1524597.0,1324.0,1606.0,1610.0
6e32e0d0,1602-12-20 15:18:00,1611-02-26 14:15:00,13.081048,,144.365165,47.023063,,4.0,4.0,0,0.0,151,4,1.0,0,1469191.0,2989.0,1602.0,1611.0
6e32e16d,1606-01-16 00:31:00,1607-10-03 00:52:00,16.634217,10.168153,157.431607,54.52867,3.0,2.0,,0,0.0,143,1,,0,1409066.0,625.0,1606.0,1607.0
6e32e16f,1606-11-08 04:25:00,1611-03-04 21:25:00,47.5965,27.371908,107.713198,39.246439,2.0,3.0,3.0,0,0.0,115,3,1.0,0,1291631.0,1577.0,1606.0,1611.0
6e32e1d4,1603-12-23 05:49:00,1608-04-21 13:47:00,82.147534,80.11073,43.606171,8.795478,2.0,4.0,2.0,0,0.0,127,2,1.0,0,1346680.0,1581.0,1603.0,1608.0
6e32e221,1605-08-16 01:34:00,1611-02-17 22:51:00,28.324443,20.863578,14.166289,67.382412,3.0,2.0,3.0,0,1.0,156,3,0.0,0,1448066.0,2011.0,1605.0,1611.0
6e32e250,1601-06-20 19:23:00,1609-09-24 17:12:00,45.18362,42.081209,108.230261,59.184777,,4.0,3.0,0,0.0,105,1,,0,1165844.0,3017.0,1601.0,1609.0
6e32e28f,1605-05-02 11:26:00,1607-07-05 02:21:00,135.265118,,107.812637,26.799044,2.0,4.0,2.0,0,0.0,122,1,,0,1306574.0,793.0,1605.0,1607.0
6e32e2a4,1604-01-05 22:26:00,1608-06-19 02:16:00,51.315595,7.025047,111.925077,73.166352,,2.0,4.0,0,0.0,108,0,1.0,0,1287673.0,1626.0,1604.0,1608.0
6e32e2d9,1601-05-11 15:42:00,1607-03-02 05:15:00,,,189.283205,36.118357,4.0,2.0,4.0,0,0.0,74,1,1.0,0,1267966.0,2120.0,1601.0,1607.0
6e32e347,1605-09-11 22:24:00,1608-06-13 01:37:00,30.305332,6.059265,65.46014,7.4885449999999985,3.0,3.0,2.0,0,0.0,74,4,1.0,0,1456360.0,1005.0,1605.0,1608.0
6e32e3c3,1606-09-25 20:31:00,1609-02-28 02:13:00,3.00191,105.585376,71.619233,50.052076,,4.0,4.0,0,0.0,71,1,1.0,0,1173112.0,886.0,1606.0,1609.0
6e32e404,1605-12-05 03:35:00,1608-07-28 06:22:00,114.300282,55.800295,188.085562,19.233236,2.0,3.0,4.0,0,0.0,158,1,1.0,0,1445892.0,966.0,1605.0,1608.0
6e32e51e,1605-01-13 13:20:00,1608-01-05 01:46:00,22.385752,30.616839,39.002151,42.543711,3.0,4.0,4.0,1,1.0,120,4,0.0,0,1409120.0,1086.0,1605.0,1608.0
6e32e5cf,1600-08-27 19:30:00,1609-06-10 10:12:00,34.049228,,193.666615,1.109117,4.0,4.0,2.0,0,0.0,134,1,1.0,0,1416819.0,3208.0,1600.0,1609.0
6e32e5f7,1605-05-24 17:38:00,1610-02-01 17:57:00,16.562079999999998,109.878399,152.610656,14.568437,2.0,2.0,4.0,0,0.0,145,1,,0,1304996.0,1714.0,1605.0,1610.0
6e32e680,1600-11-10 19:46:00,1609-05-04 14:22:00,41.427792,134.99088999999998,108.24328,51.250841,3.0,4.0,3.0,0,1.0,156,1,0.0,0,1358804.0,3096.0,1600.0,1609.0
6e32e6ef,1604-01-01 14:55:00,1609-03-10 06:49:00,13.56572,52.308181,80.59403,42.641244,2.0,2.0,3.0,0,0.0,144,2,,0,1289312.0,1894.0,1604.0,1609.0
6e32e73d,1605-12-24 12:30:00,1612-08-07 05:24:00,82.168654,71.11720799999998,148.822825,55.92696700000001,4.0,3.0,3.0,0,0.0,65,1,1.0,0,1032602.0,2417.0,1605.0,1612.0
6e32e752,1600-04-10 10:45:00,1609-07-07 01:17:00,127.480179,,153.51723700000005,39.922491,4.0,2.0,3.0,1,0.0,133,1,,0,1184300.0,3374.0,1600.0,1609.0
6e32e761,1601-07-07 09:22:00,1607-07-09 21:14:00,62.236922,32.054481,136.22398700000002,70.01677600000001,2.0,2.0,2.0,0,0.0,73,1,,0,972329.0,2193.0,1601.0,1607.0
6e32e7f3,1601-10-14 05:35:00,1608-10-07 12:54:00,36.539896,86.703919,127.638044,10.789867,4.0,4.0,,0,0.0,105,0,1.0,0,1330539.0,2550.0,1601.0,1608.0
6e32e804,1601-02-12 12:48:00,1609-07-14 07:12:00,16.072991000000002,73.19433000000002,136.762181,17.511452,4.0,2.0,3.0,1,0.0,121,2,,0,1165609.0,3073.0,1601.0,1609.0
6e32e8a3,1605-12-19 04:47:00,1611-02-15 09:43:00,61.838045,31.776391,182.154267,14.830369,,2.0,4.0,0,0.0,144,2,,0,1305664.0,1884.0,1605.0,1611.0
6e32e93d,1605-03-05 12:31:00,1609-11-09 16:49:00,66.435503,,101.288435,35.670145,3.0,4.0,3.0,0,,143,1,1.0,0,1459513.0,1710.0,1605.0,1609.0
6e32ea1a,1606-05-01 09:25:00,1612-12-25 06:50:00,32.401974,120.63898600000002,1.119132,20.098718,2.0,3.0,2.0,0,0.0,51,3,1.0,0,958252.0,2429.0,1606.0,1612.0
6e32eade,1600-07-24 02:45:00,1612-11-13 04:46:00,48.23353400000001,24.276904,107.793152,3.2984150000000003,3.0,2.0,2.0,0,1.0,116,1,0.0,0,1263319.0,4495.0,1600.0,1612.0
6e32eb2e,1606-03-08 15:58:00,1611-04-20 15:43:00,1.776603,46.73829,110.787455,10.520413,2.0,4.0,4.0,0,0.0,48,2,1.0,0,1072650.0,1868.0,1606.0,1611.0
6e32eba2,1601-02-04 02:57:00,1607-03-01 08:55:00,108.148432,54.003577,137.856256,54.18868000000001,4.0,2.0,2.0,0,0.0,60,1,1.0,0,990032.0,2216.0,1601.0,1607.0
6e32ebe3,1603-02-26 06:21:00,1612-03-02 17:49:00,18.372118,77.258708,204.578363,22.760581,3.0,3.0,2.0,1,,101,1,1.0,0,1156226.0,3292.0,1603.0,1612.0
6e32ec34,1602-01-14 18:28:00,1607-01-08 20:55:00,54.68288,,77.372943,19.719589000000006,4.0,3.0,2.0,0,0.0,155,2,1.0,0,1503679.0,1820.0,1602.0,1607.0
6e32ec41,1605-03-17 20:36:00,1608-01-15 07:19:00,57.964,5.321363,116.266894,14.385904,2.0,2.0,3.0,0,,32,2,1.0,0,938528.0,1033.0,1605.0,1608.0
6e32ec5a,1601-01-01 08:33:00,1609-05-10 14:56:00,23.510414,151.288415,131.88196000000002,20.168419,2.0,3.0,4.0,1,0.0,111,1,1.0,0,1138767.0,3051.0,1601.0,1609.0
6e32ec6c,1606-03-03 07:19:00,1609-12-14 16:46:00,70.255352,83.186841,80.520978,29.91295,4.0,,3.0,0,0.0,127,3,1.0,0,1315708.0,1382.0,1606.0,1609.0
6e32ec80,1604-05-19 16:17:00,1610-10-26 02:26:00,65.831653,53.07904300000001,58.662218,2.972107,4.0,4.0,3.0,0,0.0,141,0,1.0,0,1539795.0,2350.0,1604.0,1610.0
6e32ece6,1602-03-25 14:41:00,1609-02-12 12:41:00,55.439489,48.120112,42.567072,60.529479,2.0,2.0,2.0,0,0.0,74,1,,0,1156359.0,2515.0,1602.0,1609.0
6e32ed04,1601-07-08 03:15:00,1611-02-03 10:18:00,,20.311868,46.381771,69.937763,3.0,2.0,4.0,0,,152,2,1.0,0,1351000.0,3497.0,1601.0,1611.0
6e32ed11,1603-05-16 10:30:00,1607-04-05 10:32:00,17.129436,31.403159,222.775042,10.59375,2.0,3.0,3.0,0,0.0,143,0,,0,1432871.0,1420.0,1603.0,1607.0
6e32ed33,1604-05-20 16:22:00,1609-01-12 02:42:00,,101.858187,85.34764100000002,20.584175,3.0,2.0,3.0,0,1.0,125,3,0.0,0,1255964.0,1697.0,1604.0,1609.0
6e32ed5a,1603-05-15 09:56:00,1609-04-04 07:32:00,,56.341857,110.892347,11.575105,3.0,4.0,2.0,1,0.0,129,4,,0,1329892.0,2150.0,1603.0,1609.0
6e32ed6a,1604-04-19 01:44:00,1607-07-24 06:16:00,,39.91662700000001,,48.211436,4.0,3.0,3.0,0,1.0,124,0,,0,1396126.0,1191.0,1604.0,1607.0
6e32ed82,1604-11-09 13:35:00,1609-04-11 22:47:00,10.979684,15.964731,74.78218299999997,92.201144,4.0,3.0,2.0,0,0.0,117,4,1.0,0,1366892.0,1614.0,1604.0,1609.0
6e32ed87,1604-09-21 10:45:00,1607-08-16 02:22:00,10.596388,0.781043,85.074174,10.146601,3.0,2.0,4.0,0,0.0,158,1,1.0,0,1606629.0,1058.0,1604.0,1607.0
6e32edb5,1605-03-11 19:34:00,1612-02-21 14:29:00,10.357316,39.595299,62.23632900000001,2.1932240000000003,3.0,4.0,3.0,1,,24,3,1.0,0,972801.0,2537.0,1605.0,1612.0
6e32edd2,1605-01-16 17:19:00,1609-04-13 17:23:00,17.422897,,158.955427,19.399077,4.0,4.0,3.0,0,0.0,51,1,,0,1072466.0,1548.0,1605.0,1609.0
6e32ee37,1602-08-18 11:42:00,1612-07-11 23:54:00,27.342540000000003,,143.918899,15.034107999999998,4.0,4.0,4.0,1,0.0,78,1,1.0,0,1160050.0,3615.0,1602.0,1612.0
6e32eeb4,1602-06-28 16:51:00,1612-06-19 15:20:00,23.844463,8.060128,49.506017,29.606564,2.0,2.0,3.0,0,0.0,130,0,,0,1329631.0,3643.0,1602.0,1612.0
6e32eece,1603-11-21 05:30:00,1611-08-02 19:33:00,,17.755532000000006,86.666803,13.092128,,2.0,2.0,1,1.0,87,1,0.0,0,1129141.0,2811.0,1603.0,1611.0
6e32ef34,1605-08-03 17:47:00,1611-05-09 17:51:00,25.677081,116.374439,216.412141,11.27701,4.0,3.0,3.0,1,0.0,152,0,,0,1389191.0,2105.0,1605.0,1611.0
6e32ef46,1605-03-01 07:40:00,1611-05-28 13:11:00,17.400528,14.721642999999998,63.783963,40.012636,2.0,4.0,,0,0.0,124,3,1.0,0,1378371.0,2279.0,1605.0,1611.0
6e32ef67,1601-09-26 16:20:00,1607-11-16 20:42:00,,78.748674,,18.117324,3.0,3.0,4.0,1,,54,2,1.0,0,962626.0,2242.0,1601.0,1607.0
6e32ef72,1600-04-13 07:14:00,1611-05-04 15:37:00,43.940734,,157.878727,6.119341,4.0,3.0,3.0,0,0.0,147,3,1.0,0,1421726.0,4038.0,1600.0,1611.0
6e32ef77,1600-02-28 13:55:00,1612-04-02 04:16:00,44.031469,78.955361,0.450249,46.391247,3.0,4.0,4.0,0,,116,1,1.0,0,1264047.0,4416.0,1600.0,1612.0
6e32ef8e,1606-04-23 05:55:00,1610-08-04 23:52:00,110.11833500000002,37.741367,200.942988,20.646128,2.0,3.0,2.0,0,0.0,125,0,,0,1277350.0,1564.0,1606.0,1610.0
6e32ef9a,1600-10-21 22:47:00,1608-11-06 23:17:00,3.671644,19.706329,218.23461,1.484831,4.0,3.0,4.0,0,0.0,124,1,1.0,0,1402962.0,2938.0,1600.0,1608.0
6e32efbe,1601-03-20 15:56:00,1608-11-22 07:19:00,83.609847,46.323461,27.705017,21.186655,3.0,3.0,3.0,0,0.0,142,2,1.0,0,1364175.0,2803.0,1601.0,1608.0
6e32efda,1605-03-03 11:39:00,1611-02-10 06:27:00,29.119829,56.819087,111.436447,58.761653,3.0,4.0,4.0,0,0.0,91,1,,0,1159894.0,2169.0,1605.0,1611.0
6e32efef,1603-11-21 18:40:00,1609-10-26 18:51:00,124.243408,47.029924,253.303806,80.232822,2.0,3.0,3.0,0,0.0,151,1,,0,1232296.0,2166.0,1603.0,1609.0
6e32f028,1605-08-28 03:51:00,1608-04-14 20:41:00,21.430115,29.429765000000003,93.401564,64.320938,2.0,3.0,3.0,0,0.0,74,3,1.0,0,1295298.0,960.0,1605.0,1608.0
6e32f046,1601-04-08 07:46:00,1609-08-22 20:39:00,45.215836,5.8892440000000015,0.475582,13.680943,2.0,3.0,4.0,0,0.0,105,1,1.0,0,1313918.0,3058.0,1601.0,1609.0
6e32f064,1602-11-05 19:47:00,1609-10-19 10:57:00,15.357443,50.781155,35.364809,10.348242,2.0,,3.0,0,0.0,35,0,1.0,0,1012006.0,2539.0,1602.0,1609.0
6e32f07a,1605-12-18 23:40:00,1610-11-15 05:20:00,,39.649438,197.959578,54.328003,2.0,4.0,3.0,0,0.0,140,1,1.0,0,1391525.0,1792.0,1605.0,1610.0
6e32f097,1600-03-06 06:42:00,1611-10-25 19:55:00,46.535492,79.211076,104.548937,51.080164,2.0,3.0,3.0,1,0.0,102,1,1.0,0,1089960.0,4250.0,1600.0,1611.0
6e32f09d,1605-10-06 05:36:00,1607-03-23 16:56:00,119.78848,39.08632,5.31913,37.526751,3.0,2.0,3.0,0,0.0,104,1,1.0,0,1280181.0,533.0,1605.0,1607.0
6e32f0c8,1603-10-28 16:22:00,1608-08-04 22:33:00,3.599181,1.104552,166.20994,64.79227,,2.0,4.0,0,0.0,133,0,1.0,0,1415450.0,1742.0,1603.0,1608.0
