dst_dock,dst_mkt,dst_tower,dst_river,dining_rooms,bedrooms,bathrooms,king_visit,curse,king_blessing,locations,builder,price,house_age,build_year,priced_year
19.373454000000002,112.774373,111.20240700000001,18.14735,3.0,3.0,2.0,0,0.0,55,1,0,972645.0,3488.0,0.0,1.0
72.979347,66.60216199999999,21.463548,14.622076000000002,4.0,2.0,4.0,0,0.0,92,4,0,1263279.0,974.0,2.0,0.0
,80.659266,106.329489,87.55446500000002,,2.0,4.0,0,0.0,118,1,0,1099996.0,2972.0,5.0,5.0
26.366804,20.160618,4.396858,63.833387,,4.0,4.0,1,0.0,149,0,0,1480667.0,1903.0,0.0,4.0
83.12575,6.9670039999999975,237.18090899999999,10.006391,,3.0,2.0,0,1.0,128,3,0,1193024.0,3116.0,6.0,3.0
104.336674,42.641175,87.265123,43.742595,3.0,2.0,4.0,0,0.0,68,1,0,1041349.0,693.0,4.0,4.0
22.73322000000001,50.61605,222.76421200000001,39.853352,4.0,3.0,4.0,1,0.0,74,2,0,1220478.0,2131.0,0.0,3.0
32.778152,46.037997999999995,106.244859,21.599697,3.0,,4.0,0,0.0,121,3,0,1286276.0,2681.0,4.0,5.0
38.723276,44.829363,16.475292,17.769839,2.0,2.0,4.0,0,0.0,148,1,0,1359489.0,3155.0,5.0,5.0
28.254131,24.14244200000001,248.66049900000002,2.189447,2.0,2.0,2.0,0,0.0,139,1,0,1296493.0,2684.0,4.0,5.0
55.82344300000001,15.071091000000001,137.720057,62.371781999999996,3.0,3.0,3.0,0,0.0,155,3,0,1425114.0,2565.0,5.0,1.0
77.178597,29.397304,104.39556800000001,19.416002,4.0,2.0,2.0,0,0.0,147,0,0,1461181.0,3954.0,6.0,1.0
1.467809,52.48075,102.150075,44.688567,4.0,2.0,3.0,0,0.0,120,1,0,1297499.0,3504.0,6.0,2.0
29.343360999999998,,76.970324,11.550646,3.0,2.0,4.0,0,1.0,74,0,0,1310906.0,2921.0,5.0,5.0
43.308427,43.559832,48.611809,73.753749,3.0,4.0,2.0,0,0.0,116,4,0,1398757.0,956.0,5.0,4.0
5.199882,33.683797999999996,94.385622,27.752066999999997,3.0,2.0,3.0,0,0.0,147,1,0,1480086.0,1804.0,0.0,4.0
16.166707000000002,120.48044499999999,214.380435,14.316628,2.0,3.0,4.0,1,0.0,59,1,0,918664.0,3439.0,6.0,2.0
7.340811,2.969159,19.527763,2.127443,2.0,2.0,4.0,1,0.0,148,1,0,1500788.0,2479.0,1.0,2.0
3.2759240000000003,7.5479970000000005,139.40264,22.829718,2.0,2.0,4.0,0,0.0,108,4,0,1299739.0,2131.0,3.0,4.0
51.65286,64.94885699999999,97.007408,26.739409000000002,3.0,2.0,4.0,0,1.0,126,0,0,1377640.0,2016.0,0.0,4.0
6.676025,35.721388,90.638097,13.909392,4.0,4.0,4.0,0,1.0,137,2,0,1431517.0,2703.0,0.0,0.0
58.824426,15.008745999999999,32.820676,13.827031,3.0,3.0,4.0,0,0.0,154,1,0,1496979.0,3708.0,3.0,1.0
12.526223,51.60109,56.85860699999999,43.996068,4.0,2.0,3.0,0,0.0,158,2,0,1478397.0,1521.0,1.0,4.0
9.223375,88.088107,108.43146399999999,12.132057000000001,3.0,3.0,4.0,0,0.0,147,1,0,1469463.0,1751.0,5.0,0.0
38.419444,43.84261400000001,98.827479,19.632429000000002,2.0,3.0,3.0,0,0.0,144,1,0,1434130.0,3062.0,3.0,0.0
43.299084,18.853059,151.529582,48.583086,3.0,2.0,4.0,1,0.0,106,0,0,1291358.0,1554.0,4.0,0.0
15.935259,,92.357947,15.449139,2.0,2.0,3.0,0,0.0,150,4,0,1386533.0,2182.0,4.0,1.0
11.523713,15.37679,112.983892,80.233985,,2.0,3.0,0,0.0,72,4,0,1065094.0,2606.0,4.0,5.0
15.46026,18.379269,95.43409399999999,13.449091000000001,3.0,3.0,2.0,0,0.0,153,1,0,1579680.0,1915.0,1.0,3.0
15.849066,103.469976,186.80322900000002,78.881186,4.0,3.0,3.0,0,0.0,144,2,0,1350517.0,1433.0,5.0,3.0
47.874459,,123.96550900000001,38.988267,2.0,3.0,4.0,0,0.0,159,4,0,1463254.0,2172.0,0.0,3.0
49.615815999999995,25.094486,244.284057,52.70544200000001,2.0,2.0,4.0,0,1.0,37,1,0,779700.0,2899.0,0.0,2.0
,92.935618,11.029339,72.91341899999998,2.0,4.0,4.0,0,0.0,74,2,0,1265581.0,1091.0,4.0,3.0
44.823274,23.778922,30.281423999999998,5.730475,4.0,,3.0,0,0.0,155,4,0,1526613.0,2928.0,5.0,5.0
88.96430500000002,84.080113,22.450239,17.860344,,4.0,3.0,0,0.0,132,4,0,1375629.0,1882.0,4.0,2.0
27.201874,21.70471400000001,139.50208600000002,56.897865,4.0,3.0,2.0,0,1.0,73,1,0,1067834.0,2482.0,1.0,2.0
26.687994,32.268293,11.903833,15.684358999999999,3.0,2.0,4.0,0,0.0,74,1,0,1351435.0,2137.0,1.0,0.0
24.16349,,39.814316,0.21714099999999997,2.0,4.0,4.0,0,1.0,122,4,0,1374083.0,2887.0,3.0,3.0
12.605132000000001,46.002054,34.036435,8.416015,2.0,3.0,4.0,0,1.0,149,0,0,1514874.0,3443.0,0.0,1.0
16.724667,41.762959,64.170121,22.754807999999997,2.0,2.0,2.0,0,1.0,149,3,0,1311292.0,2978.0,6.0,3.0
59.212727,45.360488000000004,77.679897,52.65919,4.0,2.0,4.0,0,1.0,39,3,0,887487.0,2417.0,4.0,5.0
125.126236,28.717444,77.198389,8.092794999999999,4.0,4.0,3.0,0,0.0,150,2,0,1450473.0,3299.0,0.0,1.0
1.810028,,255.264298,64.84445600000001,3.0,3.0,4.0,0,0.0,158,2,0,1375611.0,2554.0,1.0,2.0
15.839628,24.720838,90.376196,82.071164,,2.0,4.0,0,0.0,115,3,0,1184729.0,2434.0,0.0,3.0
65.144325,33.088162,115.476211,11.190709,2.0,4.0,3.0,0,0.0,152,3,0,1524597.0,1324.0,2.0,2.0
13.081048,,144.365165,47.023063,,4.0,4.0,0,0.0,151,4,0,1469191.0,2989.0,0.0,1.0
16.634217,10.168153,157.431607,54.52867,3.0,2.0,4.0,0,0.0,143,1,0,1409066.0,625.0,2.0,4.0
47.5965,27.371908,107.71319799999999,39.246439,2.0,3.0,3.0,0,0.0,115,3,0,1291631.0,1577.0,2.0,1.0
82.147534,80.11073,43.606171,8.795478,2.0,4.0,2.0,0,0.0,127,2,0,1346680.0,1581.0,1.0,3.0
28.324443,20.863578,14.166289,67.382412,3.0,2.0,3.0,0,1.0,156,3,0,1448066.0,2011.0,4.0,1.0
45.18362,42.081209,108.23026100000001,59.184777000000004,,4.0,3.0,0,0.0,105,1,0,1165844.0,3017.0,3.0,0.0
135.265118,,107.81263700000001,26.799044,2.0,4.0,2.0,0,0.0,122,1,0,1306574.0,793.0,4.0,4.0
51.315595,7.025047,111.925077,73.166352,,2.0,4.0,0,0.0,108,0,0,1287673.0,1626.0,5.0,3.0
,,189.283205,36.118357,4.0,2.0,4.0,0,0.0,74,1,0,1267966.0,2120.0,3.0,4.0
30.305332,6.059265,65.46014,7.4885449999999985,3.0,3.0,2.0,0,0.0,74,4,0,1456360.0,1005.0,4.0,3.0
3.0019099999999996,105.585376,71.619233,50.052076,,4.0,4.0,0,0.0,71,1,0,1173112.0,886.0,2.0,0.0
114.30028200000001,55.800295,188.085562,19.233235999999998,2.0,3.0,4.0,0,0.0,158,1,0,1445892.0,966.0,4.0,3.0
22.385752,30.616839000000002,39.002151,42.543711,3.0,4.0,4.0,1,1.0,120,4,0,1409120.0,1086.0,4.0,3.0
34.049228,,193.66661499999998,1.109117,4.0,4.0,2.0,0,0.0,134,1,0,1416819.0,3208.0,6.0,0.0
16.562079999999998,109.878399,152.610656,14.568437,2.0,2.0,4.0,0,0.0,145,1,0,1304996.0,1714.0,4.0,2.0
41.427792,134.99088999999998,108.24328,51.250840999999994,3.0,4.0,3.0,0,1.0,156,1,0,1358804.0,3096.0,6.0,0.0
13.56572,52.308181,80.59403,42.641244,2.0,2.0,3.0,0,0.0,144,2,0,1289312.0,1894.0,5.0,0.0
82.168654,71.11720799999998,148.822825,55.92696700000001,4.0,3.0,3.0,0,0.0,65,1,0,1032602.0,2417.0,4.0,5.0
127.480179,,153.51723700000005,39.922491,4.0,2.0,3.0,1,0.0,133,1,0,1184300.0,3374.0,6.0,0.0
62.236922,32.054481,136.22398700000002,70.01677600000001,2.0,2.0,2.0,0,0.0,73,1,0,972329.0,2193.0,3.0,4.0
36.539896,86.703919,127.638044,10.789867,4.0,4.0,2.0,0,0.0,105,0,0,1330539.0,2550.0,3.0,3.0
16.072991000000002,73.19433000000002,136.762181,17.511452,4.0,2.0,3.0,1,0.0,121,2,0,1165609.0,3073.0,3.0,0.0
61.838044999999994,31.776390999999997,182.154267,14.830369000000001,,2.0,4.0,0,0.0,144,2,0,1305664.0,1884.0,4.0,1.0
66.435503,,101.28843499999999,35.670145,3.0,4.0,3.0,0,0.0,143,1,0,1459513.0,1710.0,4.0,0.0
32.401973999999996,120.63898600000002,1.119132,20.098717999999998,2.0,3.0,2.0,0,0.0,51,3,0,958252.0,2429.0,2.0,5.0
48.23353400000001,24.276904000000002,107.793152,3.2984150000000003,3.0,2.0,2.0,0,1.0,116,1,0,1263319.0,4495.0,6.0,5.0
1.776603,46.73829,110.78745500000001,10.520413000000001,2.0,4.0,4.0,0,0.0,48,2,0,1072650.0,1868.0,2.0,1.0
108.148432,54.003577,137.856256,54.18868000000001,4.0,2.0,2.0,0,0.0,60,1,0,990032.0,2216.0,3.0,4.0
18.372118,77.258708,204.578363,22.760581,3.0,3.0,2.0,1,0.0,101,1,0,1156226.0,3292.0,1.0,5.0
54.682880000000004,,77.372943,19.719589000000006,4.0,3.0,2.0,0,0.0,155,2,0,1503679.0,1820.0,0.0,4.0
57.964,5.321363,116.266894,14.385904,2.0,2.0,3.0,0,0.0,32,2,0,938528.0,1033.0,4.0,3.0
23.510414,151.288415,131.88196000000002,20.168419,2.0,3.0,4.0,1,0.0,111,1,0,1138767.0,3051.0,3.0,0.0
70.255352,83.186841,80.520978,29.91295,4.0,,3.0,0,0.0,127,3,0,1315708.0,1382.0,2.0,0.0
65.831653,53.07904300000001,58.662218,2.972107,4.0,4.0,3.0,0,0.0,141,0,0,1539795.0,2350.0,5.0,2.0
55.439489,48.120112,42.567071999999996,60.529479,2.0,2.0,2.0,0,0.0,74,1,0,1156359.0,2515.0,0.0,0.0
,20.311868,46.381771,69.937763,3.0,2.0,4.0,0,0.0,152,2,0,1351000.0,3497.0,3.0,1.0
17.129436,31.403159000000002,222.77504199999998,10.59375,2.0,3.0,3.0,0,0.0,143,0,0,1432871.0,1420.0,1.0,4.0
,101.858187,85.34764100000002,20.584175,3.0,2.0,3.0,0,1.0,125,3,0,1255964.0,1697.0,5.0,0.0
,56.341857,110.892347,11.575105,3.0,4.0,2.0,1,0.0,129,4,0,1329892.0,2150.0,1.0,0.0
,39.91662700000001,,48.211436,4.0,3.0,3.0,0,1.0,124,0,0,1396126.0,1191.0,5.0,4.0
10.979683999999999,15.964731,74.78218299999997,92.201144,4.0,3.0,2.0,0,0.0,117,4,0,1366892.0,1614.0,5.0,0.0
10.596388000000001,0.781043,85.074174,10.146600999999999,3.0,2.0,4.0,0,0.0,158,1,0,1606629.0,1058.0,5.0,4.0
10.357316,39.595299,62.23632900000001,2.1932240000000003,3.0,4.0,3.0,1,0.0,24,3,0,972801.0,2537.0,4.0,5.0
17.422897,,158.95542700000001,19.399077,4.0,4.0,3.0,0,0.0,51,1,0,1072466.0,1548.0,4.0,0.0
27.342540000000003,,143.918899,15.034107999999998,4.0,4.0,4.0,1,0.0,78,1,0,1160050.0,3615.0,0.0,5.0
23.844463,8.060128,49.506017,29.606564000000002,2.0,2.0,3.0,0,0.0,130,0,0,1329631.0,3643.0,0.0,5.0
,17.755532000000006,86.666803,13.092128,,2.0,2.0,1,1.0,87,1,0,1129141.0,2811.0,1.0,1.0
25.677081,116.374439,216.41214100000002,11.27701,4.0,3.0,3.0,1,0.0,152,0,0,1389191.0,2105.0,4.0,1.0
17.400528,14.721642999999998,63.783963,40.012636,2.0,4.0,3.0,0,0.0,124,3,0,1378371.0,2279.0,4.0,1.0
,78.748674,,18.117324,3.0,3.0,4.0,1,0.0,54,2,0,962626.0,2242.0,3.0,4.0
43.940734,,157.878727,6.119341,4.0,3.0,3.0,0,0.0,147,3,0,1421726.0,4038.0,6.0,1.0
44.031469,78.955361,0.45024899999999995,46.391247,3.0,4.0,4.0,0,0.0,116,1,0,1264047.0,4416.0,6.0,5.0
110.11833500000002,37.741367,200.94298799999999,20.646128,2.0,3.0,2.0,0,0.0,125,0,0,1277350.0,1564.0,2.0,2.0
3.671644,19.706329,218.23461,1.484831,4.0,3.0,4.0,0,0.0,124,1,0,1402962.0,2938.0,6.0,3.0
83.609847,46.323461,27.705016999999998,21.186655,3.0,3.0,3.0,0,0.0,142,2,0,1364175.0,2803.0,3.0,3.0
29.119829,56.819086999999996,111.436447,58.761653,3.0,4.0,4.0,0,0.0,91,1,0,1159894.0,2169.0,4.0,1.0
124.243408,47.029924,253.303806,80.232822,2.0,3.0,3.0,0,0.0,151,1,0,1232296.0,2166.0,1.0,0.0
21.430115,29.429765000000003,93.40156400000001,64.320938,2.0,3.0,3.0,0,0.0,74,3,0,1295298.0,960.0,4.0,3.0
45.215835999999996,5.8892440000000015,0.47558199999999995,13.680943,2.0,3.0,4.0,0,0.0,105,1,0,1313918.0,3058.0,3.0,0.0
15.357443,50.781155,35.364809,10.348241999999999,2.0,,3.0,0,0.0,35,0,0,1012006.0,2539.0,0.0,0.0
,39.649438,197.959578,54.328003,2.0,4.0,3.0,0,0.0,140,1,0,1391525.0,1792.0,4.0,2.0
46.535492,79.211076,104.548937,51.080164,2.0,3.0,3.0,1,0.0,102,1,0,1089960.0,4250.0,6.0,1.0
119.78848,39.08632,5.31913,37.526751000000004,3.0,2.0,3.0,0,0.0,104,1,0,1280181.0,533.0,4.0,4.0
3.5991809999999997,1.104552,166.20994,64.79227,,2.0,4.0,0,0.0,133,0,0,1415450.0,1742.0,1.0,3.0
125.20665100000001,132.701742,290.020054,11.492652,4.0,4.0,3.0,0,0.0,140,1,0,1295166.0,2158.0,0.0,3.0
25.45865,70.831585,54.01831,39.731967,2.0,4.0,2.0,0,0.0,148,4,0,1478268.0,1454.0,5.0,3.0
13.399839000000002,34.685199,127.16971799999999,6.083975,4.0,3.0,3.0,0,0.0,148,0,0,1505370.0,3277.0,1.0,5.0
36.28429000000001,,49.934311,59.03871700000001,,4.0,4.0,0,0.0,28,1,0,928988.0,2752.0,3.0,0.0
24.591274,16.105396,53.629348,30.798371000000003,2.0,4.0,3.0,1,0.0,112,0,0,1348750.0,3419.0,6.0,2.0
80.026362,65.848674,120.839678,43.854493,4.0,2.0,2.0,0,0.0,151,4,0,1351998.0,1809.0,2.0,1.0
,93.506309,70.121423,3.268812,4.0,2.0,3.0,0,1.0,151,1,0,1420871.0,2591.0,3.0,3.0
32.463429,49.262813,134.237321,9.324663000000001,2.0,2.0,3.0,1,0.0,98,1,0,1171360.0,2490.0,4.0,5.0
26.947252000000002,44.611907,,14.442153,3.0,2.0,2.0,0,1.0,142,1,0,1415153.0,1962.0,3.0,4.0
32.19027,,6.06919,64.399672,3.0,3.0,3.0,0,0.0,106,0,0,1316413.0,2438.0,2.0,5.0
116.242231,90.89994300000001,164.379523,17.010209,3.0,2.0,2.0,0,1.0,110,0,0,1194503.0,1884.0,5.0,0.0
1.202749,9.753555,132.03631399999998,3.921731,2.0,3.0,4.0,0,0.0,115,0,0,1463344.0,920.0,5.0,4.0
30.856003,111.704591,62.740717000000004,18.93291,3.0,2.0,3.0,0,0.0,159,0,0,1510720.0,2260.0,2.0,5.0
70.105522,0.998531,108.971535,20.00671,2.0,2.0,4.0,0,0.0,141,0,0,1435566.0,2724.0,6.0,3.0
78.65106899999998,3.420058,97.920472,46.863147999999995,4.0,3.0,2.0,0,0.0,34,0,0,1074017.0,1231.0,5.0,3.0
16.65747,50.46529500000001,84.06268100000001,22.202379999999998,2.0,3.0,2.0,0,0.0,130,1,0,1391922.0,1864.0,1.0,3.0
20.075592999999998,42.588087,86.424196,15.184529999999999,4.0,4.0,3.0,0,0.0,127,2,0,1412936.0,2920.0,0.0,2.0
140.12708500000002,67.084998,4.647844,5.7333,2.0,3.0,4.0,0,0.0,127,3,0,1262062.0,3068.0,0.0,2.0
24.031289,28.666679,211.56331200000002,19.793516,2.0,4.0,3.0,0,0.0,146,1,0,1403927.0,3802.0,0.0,5.0
,121.421343,11.765375,11.587605,2.0,3.0,3.0,1,1.0,156,1,0,1444074.0,864.0,5.0,4.0
65.528977,,183.83886299999998,5.086597,3.0,2.0,4.0,0,0.0,59,2,0,988893.0,1930.0,4.0,2.0
27.54467,50.429949,42.019876000000004,31.767058000000002,2.0,2.0,2.0,1,0.0,141,1,0,1264523.0,3704.0,6.0,2.0
78.60888100000003,11.157861,49.148938,51.746624,3.0,4.0,3.0,0,0.0,146,1,0,1507945.0,1606.0,4.0,0.0
117.905243,48.33560900000001,175.176131,30.146237,2.0,4.0,2.0,0,0.0,74,3,0,1205015.0,3002.0,1.0,5.0
10.155018,85.455286,20.759348000000006,5.429708,2.0,2.0,4.0,0,0.0,149,1,0,1439474.0,2405.0,1.0,2.0
33.230726000000004,54.949415,9.662734,10.404288000000001,3.0,4.0,3.0,0,0.0,90,2,0,1235618.0,3013.0,5.0,5.0
88.131035,,197.216612,15.966256,3.0,2.0,4.0,0,0.0,100,0,0,1258982.0,1976.0,1.0,0.0
91.016336,105.479176,94.90502099999999,20.224894,3.0,3.0,3.0,1,0.0,159,1,0,1369460.0,3237.0,5.0,5.0
128.53036200000003,2.4796169999999997,131.188328,7.238237,3.0,2.0,2.0,0,0.0,126,2,0,1186884.0,3042.0,3.0,0.0
39.492027,,189.794773,16.62523,2.0,2.0,4.0,0,1.0,134,1,0,1243804.0,2490.0,3.0,3.0
15.343433,29.122007,104.553133,14.973699,2.0,4.0,4.0,0,1.0,114,1,0,1358627.0,2005.0,2.0,5.0
95.893027,14.912003,65.001705,1.399343,,2.0,4.0,0,0.0,132,1,0,1391511.0,2645.0,3.0,3.0
17.739110999999994,49.03111,33.785090999999994,38.969306,4.0,4.0,3.0,1,0.0,146,0,0,1543929.0,2484.0,0.0,0.0
62.117424,,59.02415600000001,59.295964,4.0,2.0,2.0,0,0.0,129,0,0,1364189.0,2721.0,5.0,5.0
,94.368234,32.101892,78.164263,4.0,3.0,4.0,0,0.0,159,1,0,1361020.0,3326.0,6.0,0.0
95.37134,3.091228,225.16008399999998,54.463466000000004,3.0,2.0,3.0,0,1.0,92,3,0,1099349.0,1785.0,5.0,0.0
22.946466,42.153954999999996,180.389974,50.065696,2.0,3.0,2.0,0,0.0,42,1,0,951234.0,3113.0,0.0,2.0
9.737861,20.497581,40.800968,57.571236,2.0,4.0,2.0,0,0.0,109,1,0,1395200.0,1337.0,2.0,2.0
107.278994,5.457496,65.109245,19.928967,4.0,2.0,2.0,0,0.0,85,0,0,1165452.0,4516.0,6.0,5.0
16.887428,14.736401999999998,21.526820999999998,0.712333,4.0,2.0,4.0,0,0.0,57,0,0,1173848.0,3500.0,3.0,2.0
40.389629,49.762294,215.392787,77.159454,4.0,2.0,3.0,0,0.0,149,0,0,1456342.0,1797.0,0.0,4.0
70.054019,18.804272,40.317471999999995,58.52765,,4.0,2.0,0,1.0,55,3,0,1050598.0,1309.0,4.0,0.0
,76.797735,254.743071,20.279207,2.0,3.0,4.0,0,1.0,159,3,0,1283084.0,2784.0,3.0,0.0
40.155388,60.085058,61.566275,11.539188000000001,2.0,3.0,2.0,0,1.0,115,1,0,1344286.0,576.0,2.0,4.0
17.597651000000006,33.619778000000004,77.319505,29.053965,3.0,2.0,4.0,0,0.0,87,1,0,1222087.0,2830.0,0.0,0.0
68.375664,76.480478,201.790176,13.383227,,2.0,4.0,1,0.0,13,2,0,708696.0,1845.0,0.0,4.0
20.325924,22.972648,78.88144799999998,10.578362,2.0,3.0,3.0,0,0.0,90,0,0,1232676.0,4020.0,6.0,1.0
14.215173000000002,107.798852,100.805786,60.605095,4.0,2.0,2.0,0,0.0,45,2,0,851383.0,1435.0,1.0,4.0
16.760184,,101.7492,32.915711,,4.0,4.0,0,0.0,110,1,0,1341723.0,1492.0,1.0,4.0
60.624148999999996,93.1592,94.112931,9.776009,3.0,2.0,3.0,0,0.0,159,0,0,1482618.0,2144.0,5.0,2.0
37.757128,23.836033999999998,77.5963,6.138788,2.0,4.0,2.0,0,0.0,150,2,0,1454895.0,2604.0,3.0,3.0
4.14385,65.872907,22.540723,48.03080300000001,,3.0,2.0,0,0.0,74,1,0,1236488.0,3815.0,6.0,2.0
38.061323,23.363253,170.587895,20.543008,3.0,3.0,2.0,0,0.0,126,1,0,1435001.0,1293.0,5.0,4.0
62.675489,86.895663,218.917052,12.62042,,4.0,3.0,0,1.0,146,2,0,1273843.0,3074.0,6.0,3.0
24.928660999999998,46.978141,129.198933,68.074298,4.0,3.0,4.0,0,0.0,98,4,0,1237716.0,2273.0,0.0,3.0
77.708597,39.834082,18.881012,29.396756,3.0,4.0,3.0,0,0.0,147,1,0,1466875.0,1344.0,1.0,4.0
35.028109,39.606412,197.849548,6.423031,3.0,3.0,4.0,0,0.0,116,3,0,1308023.0,2042.0,4.0,1.0
49.38865300000001,4.723609,111.78646299999998,50.814916,2.0,2.0,3.0,0,0.0,56,2,0,938131.0,3130.0,6.0,3.0
,67.338697,243.23940499999998,34.40598,2.0,4.0,3.0,0,0.0,153,1,0,1361222.0,3623.0,0.0,5.0
25.538825,38.751501,121.708996,14.727210999999999,2.0,4.0,3.0,0,0.0,151,3,0,1522231.0,1561.0,5.0,3.0
39.182209,10.737003999999999,115.57635800000001,19.291828,4.0,,4.0,0,0.0,146,3,0,1488139.0,1536.0,1.0,4.0
69.685786,36.654801,128.414918,17.0426,2.0,2.0,4.0,0,0.0,37,3,0,880034.0,1221.0,2.0,0.0
26.924190999999997,61.661207999999995,69.457358,38.339791,,4.0,3.0,0,0.0,130,2,0,1274467.0,3754.0,6.0,2.0
14.933176000000001,40.083457,221.096956,80.472588,4.0,4.0,2.0,0,0.0,140,1,0,1416154.0,2003.0,1.0,0.0
91.316477,37.481239,83.48017800000002,65.836443,4.0,2.0,4.0,0,0.0,146,1,0,1414314.0,2540.0,6.0,4.0
68.186975,12.11472,5.869345,16.653014000000002,3.0,4.0,3.0,0,0.0,74,2,0,1270710.0,4306.0,6.0,5.0
73.27234200000002,56.191903,233.19189599999999,10.371756,4.0,4.0,2.0,0,0.0,146,1,0,1426733.0,1031.0,5.0,4.0
30.739895,92.306043,19.640033,30.147002,2.0,2.0,3.0,0,0.0,75,3,0,1030734.0,2935.0,6.0,3.0
102.046818,,12.227605,47.207451,3.0,2.0,2.0,0,0.0,148,3,0,1337947.0,3033.0,5.0,5.0
,33.351477,127.597808,16.759386,4.0,4.0,2.0,0,1.0,79,1,0,1271110.0,443.0,2.0,4.0
,,125.38023500000001,47.180679,3.0,2.0,4.0,0,0.0,106,0,0,1301149.0,2057.0,2.0,1.0
68.51910600000001,6.7013229999999995,72.270491,38.498157,3.0,,4.0,0,0.0,142,0,0,1452346.0,1965.0,4.0,1.0
3.5751209999999998,4.947938,21.568528,2.665089,3.0,4.0,3.0,0,0.0,25,2,0,1018234.0,3504.0,3.0,1.0
13.901926999999999,62.364943000000004,68.317796,79.45611099999998,3.0,4.0,2.0,0,0.0,120,1,0,1283171.0,2745.0,3.0,0.0
85.40386,88.681167,116.79264199999999,25.091981,3.0,3.0,2.0,0,0.0,138,1,0,1251528.0,3075.0,5.0,5.0
64.472117,74.186042,88.735955,0.8897010000000001,2.0,4.0,2.0,0,0.0,76,2,0,1085486.0,2323.0,6.0,4.0
12.460547,27.601187,207.890074,42.438485,3.0,3.0,4.0,0,0.0,131,1,0,1468879.0,555.0,4.0,4.0
19.324118,39.146952,54.421909,58.526295,4.0,4.0,3.0,0,0.0,16,1,0,976304.0,1840.0,5.0,0.0
