house_id,buid_date,date_priced,garden,dst_dock,dst_capital,dst_mkt,dst_tower,dst_river,renovation,dining_rooms,bedrooms,bathrooms,king_visit,curse,king_blessing,farm_land,locations,holy_tree,dst_knight
  6e32d58d, 2/14/1600 12:38 AM ,  2/11/1608 7:41 AM,0,46.851590,32.879055,,283.147522,22.538109,0,2,4,4,0,0,127,small, The Mountains,yes,42.961426
  6e32d592, 5/17/1603 9:19 AM ,  12/20/1607 11:23 AM,0,4.325021,66.730939,18.329280,239.111354,40.574407,1,3,3,3,0,0,93,small, The Mountains,yes,76.922163
  6e32d606, 11/19/1606 8:57 PM ,  2/14/1612 12:56 AM,0,,,,55.626511,28.201212,0,2,4,3,0,1,74,huge, The Mountains,no,
  6e32d6b3, 4/27/1600 9:33 PM ,  6/16/1607 3:48 PM,0,60.041665,30.282241,19.718421,168.159665,16.411476,1,4,4,3,0,0,130,small, Cursed Land,yes,40.467183
  6e32d737, 9/5/1601 10:17 PM ,  9/23/1610 6:35 PM,0,43.784867,17.902866,,133.399496,40.842328,1,,2,3,0,0,142,small, Servant's Premises,yes,28.529637
  6e32d796, 5/4/1604 3:12 PM ,  1/28/1610 8:30 AM,0,24.135703,26.331445,80.134874,98.460481,63.642970,0,4,4,4,0,0,134,small, Cursed Land,yes,37.191966
  6e32d7bb, 2/23/1606 11:34 AM ,  8/4/1608 6:43 PM,1,,37.824891,49.004623,121.164161,1.634429,0,2,3,3,,0,122,no, Cursed Land,yes,48.817951
  6e32d7d4, 8/13/1601 3:58 AM ,  5/18/1611 5:42 AM,0,79.460174,73.420637,16.007932,125.782124,42.514322,0,2,4,2,0,1,87,small, Cursed Land,no,83.584329
  6e32d7d7, 11/18/1601 6:26 PM ,  8/3/1608 12:13 AM,0,93.789476,,27.228916,96.961249,19.106745,0,3,3,4,0,0,74,small, King's Landing,yes,
  6e32d801, 6/9/1603 12:18 AM ,  10/21/1607 7:49 PM,0,,68.106277,6.281158,157.214331,1.305660,0,2,3,2,0,,92,huge, The Mountains,yes,78.678838
  6e32d87b, 10/14/1601 4:59 AM ,  2/3/1607 5:17 PM,0,6.732315,43.141044,58.389994,103.910529,65.566391,1,4,3,4,0,0,117,huge, The Mountains,yes,54.014333
  6e32d883, 5/6/1606 3:32 AM ,  2/25/1608 11:37 PM,0,,102.687432,,102.336475,45.915359,1,3,4,3,0,,57,huge, King's Landing,yes,112.785726
  6e32d893, 8/27/1606 12:52 PM ,  2/25/1609 1:41 AM,1,76.110557,136.096520,,58.350817,69.859417,0,4,2,4,,0,24,no, The Mountains,,146.553567
  6e32d8a3, 12/14/1606 1:21 AM ,  10/15/1610 10:24 PM,0,45.033933,36.762566,22.115577,64.579928,32.737418,1,4,2,4,0,0,123,huge,,,47.052446
  6e32d8b6, 4/9/1603 12:41 AM ,  5/25/1611 9:19 AM,1,19.041536,35.499768,5.779047,203.139171,81.531191,0,3,3,,,0,125,no, King's Landing,yes,45.543414
  6e32d8d7, 3/11/1606 2:39 PM ,  2/3/1610 2:40 AM,0,36.876050,0.593230,62.553356,70.516792,16.944653,0,4,3,4,0,0,159,small, The Mountains,yes,10.877002
  6e32d8d9, 7/1/1606 6:34 PM ,  8/26/1608 4:33 PM,0,93.408414,44.106330,63.911395,74.432110,47.713764,0,2,3,,0,0,116,small, The Mountains,,54.718721
  6e32d8f7, 10/13/1604 9:45 AM ,  7/12/1607 5:58 AM,0,18.820970,7.892400,,31.617604,4.305256,0,,2,4,0,0,152,small, The Mountains,yes,18.404753
  6e32d943, 2/16/1602 9:53 PM ,  6/21/1611 4:20 AM,0,71.906704,,50.373518,246.072701,43.102882,0,,3,4,0,1,74,huge, The Mountains,no,
  6e32d96b, 8/12/1602 11:44 AM ,  11/9/1608 10:34 AM,,79.774872,,69.587299,193.202824,53.800283,0,2,3,4,0,0,74,small,,yes,
  6e32d9ce, 12/20/1606 8:51 AM ,  5/17/1607 12:34 AM,0,6.978297,71.862957,17.769546,101.596351,53.544910,1,3,3,3,0,0,88,small, Cursed Land,yes,82.445956
  6e32da31, 1/7/1605 7:22 AM ,  4/4/1607 12:34 PM,0,15.696661,,58.311230,234.063192,36.910947,0,3,3,2,0,0,74,huge, The Mountains,yes,
  6e32da82, 3/1/1600 12:40 AM ,  3/11/1612 4:37 PM,0,29.374406,,6.747294,141.416889,17.243022,,4,2,,0,0,74,small, King's Landing,yes,
  6e32daaa, 9/25/1600 6:50 AM ,  9/11/1612 4:27 PM,1,126.875824,44.954367,40.291870,124.487636,14.135243,0,2,4,2,,0,115,no, Cursed Land,yes,55.131704
  6e32dab3, 4/28/1605 2:55 PM ,  2/11/1608 5:55 PM,0,,6.222194,54.605786,157.652878,30.778788,1,4,2,3,0,0,154,small, The Mountains,yes,16.810948
  6e32db00, 6/6/1605 9:15 PM ,  12/4/1607 6:23 AM,0,49.174141,40.910814,49.482409,73.336820,52.538030,1,2,4,3,0,,119,small, The Mountains,yes,51.798331
  6e32db53, 7/14/1600 3:59 PM ,  10/13/1608 12:20 AM,1,13.337930,8.076949,70.833074,168.262226,45.141874,0,,3,4,,0,152,no, King's Landing,yes,19.064388
  6e32db8a, 5/17/1603 4:44 AM ,  4/23/1612 12:15 AM,0,38.989936,45.832050,44.684362,139.569641,31.138283,1,2,3,2,0,0,114,small, King's Landing,yes,55.889808
  6e32dbc9, 11/26/1600 12:45 PM ,  11/22/1610 12:36 PM,0,,38.911686,38.425946,86.301007,7.103462,1,4,2,3,0,0,121,small, Servant's Premises,yes,49.643033
  6e32dbd2, 9/24/1604 2:46 PM ,  6/12/1607 3:53 AM,0,34.221521,118.111138,74.407099,74.798373,16.968180,1,,4,4,0,0,42,small, The Mountains,yes,128.503475
  6e32dbdb, 10/25/1600 6:19 PM ,  9/17/1612 8:37 PM,0,5.404681,3.530403,25.239132,36.338920,41.724464,0,3,4,2,0,0,156,small, The Mountains,yes,14.205244
  6e32dc1b, 7/15/1602 5:20 PM ,  3/25/1610 1:56 PM,0,6.468029,8.607563,10.157321,102.332582,40.446404,0,4,3,2,0,0,151,small, Cursed Land,yes,19.179033
  6e32dc39, 4/22/1605 5:57 AM ,  6/8/1607 4:39 PM,0,20.607002,36.748730,78.618631,88.320275,12.936897,0,4,2,4,0,0,123,small,,yes,47.611989
  6e32dc5f, 8/21/1602 5:35 AM ,  12/7/1607 4:55 AM,,30.206781,55.473601,13.511064,30.386107,7.652573,0,4,,3,0,,105,small, Servant's Premises,yes,65.572406
  6e32dca0, 6/17/1603 10:14 PM ,  7/8/1607 8:12 AM,0,0.044292,42.235458,2.191601,170.292380,65.206447,0,2,2,2,0,1,118,small, Servant's Premises,no,52.563635
  6e32dd24, 1/5/1602 6:20 AM ,  5/2/1609 6:36 PM,0,61.141070,17.668339,47.104190,84.777370,30.940255,0,2,3,,0,1,142,small,,no,27.836484
  6e32dd8c, 11/26/1605 1:14 PM ,  12/28/1607 6:54 AM,0,0.059843,51.239734,8.280413,135.159954,1.245500,0,3,3,4,0,0,109,small, The Mountains,yes,61.433785
  6e32ddd9, 5/14/1606 8:43 PM ,  11/24/1608 4:58 PM,0,22.432723,101.483830,34.424097,94.727236,43.452145,0,4,2,4,0,0,59,small, The Mountains,,111.604681
  6e32de38, 8/21/1606 10:29 PM ,  8/25/1610 5:36 PM,0,54.340369,31.515889,38.565782,64.787273,2.831798,0,4,2,2,0,0,128,small, Cursed Land,yes,41.728049
  6e32de5f, 1/14/1603 5:31 AM ,  11/28/1608 3:39 AM,,83.402609,34.466528,2.666288,17.638920,29.795664,0,2,2,3,0,0,126,small, The Mountains,yes,44.806465
  6e32de88, 12/20/1604 12:24 PM ,  4/3/1607 10:25 AM,0,,47.821844,4.083741,26.860956,32.106718,1,4,4,3,0,1,112,small, The Mountains,no,58.422270
  6e32ded0, 8/26/1606 12:22 AM ,  11/15/1610 2:43 PM,0,78.902038,48.404358,112.072751,102.853306,30.940645,0,4,4,3,0,1,112,small, Cursed Land,no,58.436160
  6e32df5d, 1/14/1606 10:47 PM ,  6/19/1607 4:13 AM,0,74.622733,74.474408,100.251825,29.973205,37.604390,0,,3,2,0,0,86,small, The Mountains,yes,85.250464
  6e32df71, 12/25/1606 11:52 AM ,  8/2/1609 11:33 PM,0,91.545562,18.814039,123.753844,100.973832,67.308348,0,2,2,3,0,0,141,huge,,,29.220991
  6e32dfce, 7/28/1605 12:54 PM ,  4/11/1608 7:34 PM,0,61.750262,99.322547,7.223364,80.751000,24.543915,0,3,3,4,0,0,61,huge, The Mountains,yes,110.084993
  6e32e03f, 8/28/1603 9:13 PM ,  12/19/1607 1:14 AM,0,,,77.021396,71.737989,34.528859,1,3,2,2,0,0,74,small, Servant's Premises,yes,
  6e32e05e, 10/21/1606 5:30 AM ,  11/23/1611 4:11 AM,0,3.283690,2.380737,,,44.415439,0,,4,4,0,0,158,small, Servant's Premises,yes,13.380649
  6e32e09a, 10/4/1603 10:58 PM ,  3/11/1610 5:11 AM,0,14.154017,96.526105,26.603510,7.831871,57.399245,0,4,3,2,0,1,63,small, Cursed Land,,107.463724
  6e32e0ac, 10/12/1600 12:25 AM ,  10/20/1611 4:11 AM,1,28.272188,18.866697,3.410371,121.032333,62.071921,0,2,4,4,,0,141,no, The Mountains,yes,29.576239
  6e32e0f4, 4/25/1606 7:12 PM ,  4/7/1609 10:54 PM,0,121.087277,35.056627,,107.081271,31.137308,1,3,3,3,0,0,125,small, The Mountains,yes,45.767134
  6e32e118, 11/8/1605 12:19 PM ,  2/14/1610 5:13 AM,0,21.345806,8.111571,,166.417776,18.396303,0,4,2,2,0,0,152,small, The Mountains,yes,18.391961
  6e32e14a, 5/27/1602 12:40 PM ,  12/18/1610 4:31 AM,0,50.332353,60.530483,,228.579437,14.265742,1,2,3,4,0,0,99,small, Servant's Premises,yes,71.041956
  6e32e155, 8/19/1606 7:42 AM ,  7/26/1607 3:18 AM,0,101.462759,31.477512,51.977688,180.535880,27.031682,0,4,2,3,0,0,129,small, The Mountains,yes,41.493926
  6e32e180, 11/16/1606 3:50 PM ,  7/27/1610 7:29 PM,0,25.685890,34.770452,,50.708625,62.090418,0,3,4,2,0,0,125,small, The Mountains,yes,44.802523
  6e32e1d7, 5/3/1603 5:34 AM ,  1/7/1609 10:54 AM,0,109.511841,0.474623,64.785294,77.755970,35.123289,,2,2,3,0,0,160,small, Servant's Premises,yes,10.620498
  6e32e206, 7/27/1606 3:59 AM ,  2/17/1607 12:48 PM,0,24.865816,83.294533,92.742725,173.034508,37.948318,0,2,3,2,0,0,77,small, The Mountains,yes,93.766906
  6e32e2c0, 3/23/1605 4:11 PM ,  10/3/1612 10:30 AM,0,37.258080,59.812304,56.394737,169.530586,23.603426,0,4,4,2,0,0,100,small, Cursed Land,yes,70.127197
  6e32e2c2, 6/7/1602 5:22 AM ,  12/21/1610 7:37 PM,0,,34.730682,,37.717016,1.496976,0,4,4,3,0,0,125,small, The Mountains,yes,44.956476
  6e32e2dd, 5/21/1602 8:13 AM ,  7/20/1607 6:49 AM,0,51.251841,33.632522,,102.828682,9.640235,0,4,3,4,0,0,126,small, Cursed Land,,44.021989
  6e32e2fb, 12/11/1605 6:58 AM ,  4/5/1607 12:41 AM,,3.265433,12.503042,58.489083,72.433359,38.173285,0,4,3,2,0,0,147,huge, The Mountains,yes,23.098439
  6e32e36a, 6/25/1605 4:34 PM ,  12/9/1612 8:33 AM,0,85.854713,13.728004,120.815048,32.353553,21.895086,1,4,2,4,0,0,146,small,,,24.482246
  6e32e3de, 2/19/1605 2:45 AM ,  10/21/1607 3:55 AM,,15.585331,10.268553,8.055578,41.060379,74.797838,1,2,3,4,0,0,150,small, The Mountains,yes,21.203403
  6e32e418, 11/15/1602 9:28 AM ,  4/20/1607 2:52 AM,0,24.990223,39.266538,11.023367,189.711481,15.080418,0,,2,2,0,0,121,small, Servant's Premises,yes,49.410300
  6e32e427, 10/28/1603 11:23 PM ,  10/18/1609 8:46 PM,0,53.492752,4.490988,16.061868,22.860784,14.013616,0,3,3,3,0,0,156,small, The Mountains,yes,15.436892
  6e32e481, 12/20/1601 6:10 PM ,  11/4/1607 12:30 AM,0,,58.259800,43.872850,32.211512,38.165253,0,3,3,3,0,0,102,huge, Cursed Land,yes,68.573286
  6e32e4d1, 4/7/1602 2:17 AM ,  7/28/1609 2:11 PM,0,5.248940,34.292934,117.922450,27.935027,44.555852,1,2,2,4,0,1,126,small, King's Landing,no,45.174547
  6e32e58a, 3/27/1605 11:33 PM ,  7/7/1612 8:31 PM,1,110.682797,105.353264,39.654920,123.522071,34.221689,,3,4,2,,1,55,no, King's Landing,,116.155333
  6e32e5f2, 2/15/1601 1:48 AM ,  8/1/1611 3:23 PM,0,47.907402,123.692721,12.566831,8.912894,0.892699,0,3,3,4,0,0,36,small, The Mountains,yes,134.560111
  6e32e5f5, 5/6/1606 6:18 PM ,  5/3/1607 6:35 PM,,6.087999,4.341940,20.674270,126.348611,17.673430,1,3,2,3,0,1,156,huge,,no,14.916221
  6e32e606, 3/28/1601 2:52 PM ,  10/26/1611 9:15 AM,0,,40.360622,59.283589,75.922753,2.461086,0,4,2,4,0,0,120,small, Cursed Land,yes,50.964768
  6e32e62c, 9/7/1604 6:24 AM ,  9/10/1608 1:24 PM,,28.309103,19.031058,27.255596,52.387553,69.994502,1,3,3,2,0,0,141,small, Servant's Premises,,29.323945
  6e32e66c, 1/8/1603 1:52 PM ,  6/2/1612 8:33 AM,0,66.832671,32.424013,43.899359,186.717922,13.485478,1,2,2,3,0,0,128,small, King's Landing,yes,43.071057
  6e32e67a, 6/4/1603 10:45 AM ,  11/25/1607 7:48 AM,0,9.403958,6.257354,,286.670561,77.679242,0,2,3,4,0,0,154,huge, The Mountains,yes,17.100919
  6e32e6ae, 6/11/1605 4:13 PM ,  1/4/1607 4:41 AM,0,49.750291,36.952659,47.540348,208.637201,10.277573,0,2,3,4,0,1,123,small, The Mountains,no,47.518772
  6e32e6ba, 12/20/1605 12:33 AM ,  4/16/1611 2:38 PM,1,5.598662,23.916567,78.598694,7.407331,69.756368,0,4,4,4,,0,136,no, The Mountains,yes,34.233407
  6e32e6cf, 8/15/1606 9:12 AM ,  6/13/1607 12:37 PM,0,98.972646,41.886808,33.498425,88.944716,0.119952,1,2,3,4,0,0,118,small, Cursed Land,yes,52.728849
  6e32e6d4, 10/1/1602 12:38 AM ,  9/6/1612 8:52 AM,0,,44.931725,54.228105,238.903692,15.511221,,3,,2,0,1,115,small, King's Landing,no,55.013599
  6e32e720, 6/21/1602 6:56 AM ,  3/11/1612 6:17 AM,0,,96.324696,3.485381,,21.266651,0,2,4,4,0,0,64,small, The Mountains,yes,106.696799
  6e32e739, 9/16/1605 8:52 AM ,  10/17/1611 12:42 AM,,4.725802,34.315241,,92.591400,16.735599,0,2,3,3,0,1,126,small, Servant's Premises,,44.343802
  6e32e9ae, 10/15/1604 11:41 PM ,  7/27/1611 11:50 AM,1,14.756863,93.925618,29.001796,31.305140,62.807356,1,3,4,,,1,66,no, The Mountains,no,104.703173
  6e32ea63, 4/12/1606 4:34 PM ,  8/20/1611 1:40 PM,0,41.163314,11.434829,52.152995,104.806991,63.773207,1,3,3,2,0,0,149,small, The Mountains,,21.961893
  6e32ea98, 10/2/1605 4:17 PM ,  5/5/1609 5:13 AM,,77.476403,59.052509,,22.702129,43.552088,0,3,3,2,0,0,101,small, Cursed Land,yes,69.618768
  6e32eabb, 3/8/1606 11:15 AM ,  9/10/1612 8:45 PM,0,51.913040,13.062294,34.416371,173.664177,23.051846,0,3,2,2,0,1,147,small,,,23.732179
  6e32eaf7, 8/28/1606 3:42 PM ,  1/3/1608 1:28 AM,0,7.491755,33.475463,108.687667,,9.968080,0,3,,2,0,0,127,small, Servant's Premises,,44.284984
  6e32eaf9, 4/7/1605 12:48 AM ,  7/14/1608 4:21 AM,0,45.623678,56.561741,10.411947,74.250189,33.837667,0,4,3,2,0,1,103,small, The Mountains,,66.594351
  6e32eb26, 1/21/1606 6:16 AM ,  4/25/1612 9:41 PM,0,32.445305,49.333339,13.370883,32.307509,9.755566,0,,3,2,0,1,111,huge, Servant's Premises,,60.135148
  6e32eb99, 4/13/1602 6:44 AM ,  7/12/1612 10:38 AM,0,17.802914,16.592422,89.095727,52.126074,10.165219,0,2,4,2,0,0,143,small, Servant's Premises,yes,27.577321
  6e32ebf0, 9/10/1603 6:48 PM ,  4/6/1607 9:36 AM,,0.629824,51.135049,67.661768,276.204410,7.437694,0,2,4,2,0,0,109,small, Cursed Land,yes,61.690438
  6e32ec8e, 1/28/1600 12:50 AM ,  7/14/1612 11:29 AM,1,27.982360,111.855503,33.443974,23.515078,74.176042,1,2,3,2,,,48,no, Servant's Premises,yes,122.678477
  6e32ed47, 9/15/1605 1:36 AM ,  1/2/1612 6:32 AM,0,34.109249,85.097745,48.649484,,33.257159,0,,2,4,0,0,75,small, Cursed Land,yes,95.346060
  6e32ed4c, 3/9/1601 11:28 PM ,  10/13/1607 12:58 PM,0,47.590000,5.099990,8.752068,224.743099,16.516514,0,3,3,4,0,1,155,huge,,no,15.283669
  6e32ed7e, 4/15/1606 4:34 PM ,  5/26/1607 5:19 AM,1,0.046879,6.113238,6.866779,116.057344,35.374308,0,3,2,3,,0,154,no, King's Landing,yes,16.203347
  6e32edcf, 9/5/1603 12:17 PM ,  4/27/1612 5:44 PM,0,62.091317,7.123997,58.517018,108.781350,41.336102,1,4,2,2,0,1,153,small, Servant's Premises,no,17.974588
  6e32edf3, 9/23/1602 10:26 AM ,  7/21/1608 2:25 PM,1,,26.875535,9.367156,54.002863,6.952023,0,,2,3,,0,133,no, King's Landing,yes,36.903244
  6e32ee03, 10/15/1605 6:12 AM ,  8/11/1611 6:29 PM,1,73.800335,41.365098,,85.289882,27.489521,0,3,2,4,,0,119,no, The Mountains,yes,52.191561
  6e32ee4e, 6/17/1601 2:24 PM ,  6/9/1608 2:31 PM,0,,26.324713,50.442050,40.822925,25.763825,0,4,3,2,0,0,134,small, The Mountains,yes,37.164748
  6e32ee6c, 9/19/1602 3:47 AM ,  2/3/1611 11:50 AM,,41.820476,56.887309,37.415695,20.926487,6.742684,0,2,2,3,0,1,103,huge, The Mountains,,67.014646
  6e32eeac, 1/25/1606 5:30 AM ,  11/9/1607 1:33 PM,0,1.675796,104.474891,19.494657,67.036426,48.868980,0,4,3,4,0,1,56,huge, King's Landing,no,115.125479
  6e32ef4e, 6/4/1605 8:26 AM ,  4/11/1607 1:48 AM,,56.951534,7.062033,2.628975,94.645242,41.716757,0,2,4,2,0,0,153,small, Servant's Premises,yes,17.448629
  6e32ef50, 1/19/1603 5:21 AM ,  10/15/1607 5:57 PM,0,31.930696,15.616384,10.019841,138.262087,24.808624,1,4,2,4,0,0,144,small, Servant's Premises,,25.888079
  6e32efb8, 1/11/1600 1:35 PM ,  9/16/1611 2:11 AM,0,99.503920,3.857468,65.372786,121.274939,15.537913,1,3,3,2,0,0,156,small, The Mountains,,14.822806
  6e32f013, 11/20/1601 4:39 AM ,  11/7/1608 12:57 AM,0,,,130.275401,52.811333,1.862994,,2,2,3,0,0,74,huge, King's Landing,,
  6e32f051, 9/1/1604 3:31 PM ,  12/14/1612 9:43 AM,0,34.305846,73.828388,72.881383,149.697645,16.998249,1,3,3,3,0,0,86,small, The Mountains,yes,84.387191
  6e32f05e, 12/8/1600 5:31 PM ,  12/17/1612 9:51 PM,0,12.931277,55.448157,114.881326,124.799791,22.590793,1,3,3,2,0,,105,huge, The Mountains,yes,65.639896
  6e32f0c4, 8/26/1603 5:39 AM ,  8/25/1610 6:30 AM,0,37.394411,42.732809,120.261463,,7.890463,1,2,2,3,0,0,117,huge, Servant's Premises,,53.335472
  6e32f12f, 5/2/1606 9:50 PM ,  5/5/1611 9:49 AM,,11.143165,40.381907,81.277566,44.220207,41.903088,0,4,3,,0,1,120,huge,,,50.926313
  6e32f186, 9/25/1601 7:10 AM ,  5/1/1609 11:22 AM,0,,6.611097,37.039044,8.543643,26.512343,0,4,4,3,0,0,153,small, Servant's Premises,yes,16.672076
  6e32f1c5, 9/25/1604 4:51 AM ,  7/2/1608 3:24 PM,0,24.884110,48.653828,130.151550,50.933182,27.085966,0,2,2,2,0,0,111,huge, The Mountains,,59.444600
  6e32f1e0, 6/28/1605 12:47 AM ,  6/5/1607 6:30 AM,0,103.637511,71.762289,86.470474,157.106108,41.114003,0,2,3,2,0,0,88,small, The Mountains,yes,82.101467
  6e32f244, 6/2/1604 4:54 PM ,  6/21/1610 9:45 PM,,17.865988,25.760185,,9.750557,25.681428,0,,2,4,0,0,134,small, The Mountains,yes,36.556317
  6e32f261, 7/27/1603 9:16 PM ,  3/10/1610 5:10 PM,0,21.206433,92.679398,,88.340474,35.301967,0,4,2,2,0,0,67,small, The Mountains,,103.417112
  6e32f2f9, 9/16/1601 4:16 PM ,  3/21/1611 5:17 PM,0,,15.298304,68.851905,172.020852,68.390114,0,2,2,3,0,0,145,small, King's Landing,yes,26.074206
  6e32f34d, 6/11/1605 8:31 PM ,  6/22/1607 9:10 AM,1,17.048965,19.802516,40.508662,66.870022,25.515808,0,2,3,4,,0,140,no, The Mountains,yes,30.360642
  6e32f380, 7/15/1600 12:13 PM ,  9/5/1609 11:41 PM,0,95.801782,55.830266,76.902276,146.159522,82.211494,0,3,3,2,0,0,104,huge, Cursed Land,yes,66.564350
  6e32f396, 1/19/1606 7:43 AM ,  6/17/1609 8:27 PM,0,17.688412,42.715114,,70.029027,37.163155,0,,2,4,0,0,117,small, The Mountains,yes,53.684402
  6e32f443, 7/16/1605 8:14 PM ,  10/23/1608 12:53 AM,0,1.328436,10.763382,92.547402,52.164175,7.896938,1,3,4,4,0,0,149,small, The Mountains,yes,21.184049
  6e32f4ba, 11/1/1606 9:34 PM ,  5/5/1609 6:39 AM,0,16.714726,37.908496,141.773947,127.528418,54.838768,0,4,4,2,0,0,122,small, The Mountains,yes,48.861504
  6e32f4ca, 11/26/1605 10:36 PM ,  12/19/1610 3:24 AM,0,16.391016,38.174134,31.556791,183.221299,12.582465,0,3,4,,0,0,122,small, The Mountains,yes,48.962715
  6e32f50c, 5/20/1606 1:11 AM ,  9/4/1610 12:16 PM,0,127.997341,15.700684,88.828905,93.199306,27.768581,1,4,3,4,0,0,144,small, The Mountains,yes,25.873288
  6e32f52f, 10/19/1603 2:29 AM ,  8/27/1610 2:42 PM,0,8.701053,,17.172748,120.065059,2.015544,0,3,,4,0,0,74,small, The Mountains,,
  6e32f562, 3/12/1601 8:18 PM ,  5/3/1611 3:33 PM,0,,17.821019,30.596086,183.905140,55.684618,0,3,4,3,0,0,142,small,,,28.012601
  6e32f601, 12/10/1603 6:31 PM ,  1/18/1610 2:39 PM,0,97.388887,43.150063,41.304949,41.978150,77.604155,0,3,2,3,0,0,117,small, King's Landing,yes,53.577862
